"","X","OneDENL","TwoDENLCV","TwoDENL","ScanOneDENL","ScanTwoDENL","HeterogeneityIndex","TotalLacunarity","RH25","RH98","CR","fsg","ch","cbh","uh","ID"
"1",1,10.3008794023035,0.400119162831939,9.05334829396983,19.1430273794129,18.0432497548172,0.650149288224619,47.5458408013315,5.20066600888012,15.3732708436112,0.661707253987437,3.25,15,9.75,5.75,1
"2",1,5.96523713705863,0.639662863568153,5.14378458382858,14.9609133901472,11.6537243618501,0.811001879582238,37.4836514223101,2.2449924887331,8.54255383074612,0.737198906414498,2.25,9.5,6,2.25,10
"3",1,7.30116196956842,0.594311069057653,6.3600484272557,18.3332607582135,16.6099051483544,0.791104400297097,29.9183643940552,3.79707112970711,11.5444351464435,0.671090782568355,3,10.75,7.25,2.75,100
"4",1,7.18327868011183,0.555674606218731,6.25697710364864,17.5198252180578,15.6441162692898,0.78059481207999,36.6251745271298,3.36007085020243,10.8692004048583,0.690863106296159,3,10.5,6.75,2.5,1000
"5",1,5.92919972183837,0.691315651549347,5.22679184198684,17.4309842499132,15.834168110923,0.869116453951524,24.4082324104103,4.28228371501272,9.9858524173028,0.57116493053786,2.25,10.25,6.75,2.75,1001
"6",1,5.65080932365059,0.728531651346972,4.8704501227039,18.7425635386899,16.5200672830295,0.849523843792142,25.982988257391,3.65921483097056,10.2803598691385,0.64405771027963,4.75,13,7.75,1.75,1002
"7",1,5.66622025492884,0.736295469006742,4.97317813145425,19.7615852366543,18.8167545267209,0.893152436334658,19.0684640710863,7.31970404984424,12.7377570093458,0.425353769547204,2.25,10.75,7.5,3.75,1003
"8",1,5.93070030860427,0.598182041897663,5.26763826529815,14.9011019861621,12.9365824732295,0.84857451802808,35.9730491052246,3.58956631049654,8.95410433689503,0.599114978400924,1.25,8.25,5.5,3.5,1004
"9",1,5.45742728469658,0.594584843015282,4.87538573832584,15.688680218742,13.7692847085638,0.86559700574487,23.6950423938139,4.27542075736325,8.9930855539972,0.524588003562032,1,7.75,4.75,3.25,1005
"10",1,5.636604415488,0.587718095819674,5.01936630994247,13.7395181341578,11.8421159165276,0.851271941958304,27.4925251057523,3.50883922615077,8.40803202134757,0.582680082896687,1.25,7.75,5.25,3.25,1006
"11",1,6.03489888522811,0.546066891842227,5.39320201868775,14.3537183142051,12.2371781995228,0.822228421826737,36.0440486574494,3.47436998854525,8.91560137457045,0.610304471613656,1,7.75,5.25,3.25,1007
"12",1,6.11531934697633,0.578544218563213,5.42665693904262,16.6238856390433,15.0820648310091,0.823574719138553,40.6821969135729,4.89947820748926,10.5152363413137,0.534059145371795,1.25,8.75,5.5,3.75,1008
"13",1,10.328220308564,0.407272440999576,9.12836042990752,18.8394124494047,17.5595694199841,0.651914717994204,46.109792427722,5.08753086419753,15.0776197530864,0.662577320060343,3,14.25,9.25,5.25,1009
"14",1,8.66269015730518,0.44478947279578,7.65654732806365,17.253726734699,15.5267067077879,0.717417222582124,44.7891980544014,4.00839598997494,12.4916090225564,0.679112916299503,2.25,10.5,7.75,4.25,101
"15",1,7.34360523746627,0.594608295598022,6.42764450490317,19.4677587958487,18.4190860309169,0.8019711098078,32.5138066290569,6.0976902173913,13.4548804347826,0.546804577941251,3,11.25,8,3.75,1010
"16",1,8.14868882380255,0.57899531498889,6.88879157697573,15.7506094980965,11.2001265875788,0.690277567484864,59.569116691848,3.06495098039216,13.0375588235294,0.764913737159083,5,14.5,8.5,2.25,1011
"17",1,6.68532417792246,0.579057277024029,5.84909763261199,16.2645746164358,14.3119389870443,0.807068932463376,29.7116244623077,3.31165628245068,9.96607476635514,0.667707060192783,2,9.75,6,2.75,1012
"18",1,8.86425558705674,0.436562477780854,7.82010705322689,17.736201622108,16.1922168432203,0.705297020466298,49.9244497728209,4.11423923923924,12.8685285285285,0.680286737514838,2.25,11,7.75,4.25,1013
"19",1,7.14801885883014,0.569051247443968,6.26318256663613,17.3201772769623,15.6735411245722,0.795093306256874,34.3726514659256,4.05592811158798,11.085160944206,0.63411193288015,2.25,10.25,6.75,3,1014
"20",1,7.15523835148117,0.600704485484339,6.24993103896927,19.1150108019248,18.0277893087014,0.807501471204485,29.6107367038542,5.56784741144414,12.7644141689373,0.563799220414384,2.75,10.75,8,3.75,1015
"21",1,6.49328474703142,0.623113363586494,5.69521475615942,18.694364745906,17.231156077461,0.831977968614991,44.8927461502506,4.73164335664336,11.2722494172494,0.580239650357387,2.5,10.25,6.75,2.75,1016
"22",1,7.0311224638937,0.578756777717997,6.01894752672072,14.9642365455334,10.9845788134216,0.750224213308165,40.8455487889741,2.35446297204512,10.3935458558117,0.773468746402019,3.5,10.5,6.75,2.25,1017
"23",1,6.34821029139652,0.615401627134869,5.46592566914462,15.5994233882662,12.5035777081498,0.81200240124229,30.1804203516213,2.3770655983976,9.05079619429144,0.737363923861541,2.75,9.5,6,2.25,1018
"24",1,5.63144233913414,0.736814592716686,4.8242871155243,17.1528034912355,13.2847869127864,0.83866890958593,32.4429418070625,2.56156156156156,9.2627027027027,0.723454196493412,4.5,11.75,7.5,1.75,1019
